字,漢音
謐,ビツ
䤉,ビツ
榓,ビツ
𥁑,ビツ
宓,ビツ
淧,ビツ
𥋱,ビツ
必,ヒツ
畢,ヒツ
篳,ヒツ
蓽,ヒツ
韠,ヒツ
㻫,ヒツ
䟆,ヒツ
蹕,ヒツ
滭,ヒツ
㪤,ヒツ
鷝,ヒツ
觱,ヒツ
珌,ヒツ
㓖,ヒツ
熚,ヒツ
𡠚,ヒツ
彃,ヒツ
㮿,ヒツ
縪,ヒツ
鮅,ヒツ
饆,ヒツ
鏎,ヒツ
𠦒,ヒツ
𡻞,ヒツ
𥀕,ヒツ
𥛘,ヒツ
罼,ヒツ
姞,キツ
佶,キツ
鮚,キツ
趌,キツ
狤,キツ
率,シュツ
帥,シュツ
蟀,シュツ
𧍓,シュツ
䢦,シュツ
𠞩,シュツ
𧜠,シュツ
咰,シュツ
𠌭,シュツ
𧗿,シュツ
叱,シツ
密,ビツ
𡶇,ビツ
蔤,ビツ
宓,ビツ
滵,ビツ
沕,ビツ
樒,ビツ
𥄃,ビツ
𪅮,ビツ
𥉴,ビツ
弼,ヒツ
𢐀,ヒツ
㢸,ヒツ
𠡂,ヒツ
䄶,ヒツ
𢘍,ヒツ
駜,ヒツ
胇,ヒツ
邲,ヒツ
佖,ヒツ
乙,イツ
鳦,イツ
亄,イツ
筆,ヒツ
潷,ヒツ
鉍,ヒツ
柲,ヒツ
泌,ヒツ
𢴩,ヒツ
咇,ヒツ
㻶,ヒツ
𨅗,ヒツ
肸,キツ
蛭,チツ
獝,クヰツ
術,シュツ
述,シュツ
秫,シュツ
术,シュツ
沭,シュツ
噊,シュツ
袕,シュツ
潏,シュツ
鱊,シュツ
驈,シュツ
𧑐,シュツ
橘,クヰツ
𦺖,クヰツ
繘,クヰツ
𧾣,クヰツ
𧽻,クヰツ
䤎,クヰツ
𦙮,クヰツ
𣎛,クヰツ
崒,シュツ
踤,シュツ
誶,シュツ
捽,シュツ
聿,ヰツ
鴪,ヰツ
燏,ヰツ
遹,ヰツ
鷸,ヰツ
驈,ヰツ
繘,ヰツ
𩙅,ヰツ
潏,ヰツ
矞,ヰツ
霱,ヰツ
𧑐,ヰツ
䢖,ヰツ
芛,ヰツ
欥,ヰツ
鱊,ヰツ
噊,ヰツ
䋖,ヰツ
銉,ヰツ
𦒔,ヰツ
𥎐,ヰツ
卒,シュツ
𣨛,シュツ
䱣,シュツ
㰵,シュツ
啐,シュツ
卹,シュツ
恤,シュツ
戌,シュツ
訹,シュツ
珬,シュツ
𧪞,シュツ
䳳,シュツ
賉,シュツ
𣸃,シュツ
㖅,シュツ
𧊥,シュツ
銊,シュツ
欰,シュツ
𥚋,シュツ
𨜿,シュツ
律,リツ
寽,リツ
繂,リツ
膟,リツ
䔞,リツ
葎,リツ
𥭐,リツ
𠷈,リツ
黜,チュツ
怵,チュツ
𧺶,チュツ
炪,チュツ
䟣,チュツ
㤕,チュツ
𤝞,チュツ
欪,チュツ
出,シュツ
焌,シュツ
櫛,シツ
楖,シツ
瀄,シツ
㘉,シツ
𥠈,シツ
擳,シツ
瑟,シツ
飋,シツ
蟋,シツ
蝨,シツ
璱,シツ
𦆄,シツ
物,ブツ
勿,ブツ
𣃦,ブツ
芴,ブツ
岉,ブツ
伆,ブツ
𨑥,ブツ
昒,ブツ
沕,ブツ
弗,フツ
紱,フツ
黻,フツ
綍,フツ
紼,フツ
芾,フツ
巿,フツ
韍,フツ
不,フツ
𨚓,フツ
翇,フツ
柫,フツ
𡗻,フツ
髴,フツ
冹,フツ
帗,フツ
𩖼,フツ
笰,フツ
𤊸,フツ
甶,フツ
鬱,ウツ
欝,ウツ
灪,ウツ
爩,ウツ
𩚴,ウツ
黦,ウツ
𥘄,ウツ
菀,ウツ
尉,ウツ
熨,ウツ
蔚,ウツ
𩰪,ウツ
屈,クツ
詘,クツ
𧌑,クツ
倔,クツ
䠇,クツ
崛,クツ
𡲬,クツ
䘿,クツ
𡲗,クツ
堀,クツ
𧱝,クツ
掘,クツ
佛,フツ
怫,フツ
坲,フツ
𡶒,フツ
咈,フツ
䞞,フツ
刜,フツ
𣀣,フツ
炥,フツ
拂,フツ
𢂀,フツ
嶏,フツ
茀,フツ
祓,フツ
艴,フツ
刜,フツ
乀,フツ
䭮,フツ
髴,フツ
彿,フツ
𧿳,フツ
崛,クツ
迄,キツ
仡,キツ
釳,キツ
肸,キツ
忔,キツ
䒗,キツ
䛥,キツ
莔,キツ
汔,キツ
訖,キツ
吃,キツ
扢,キツ
曁,キツ
䰴,キツ
乞,キツ
䒗,キツ
契,キツ
月,グヱツ
刖,グヱツ
跀,グヱツ
𧿁,グヱツ
軏,グヱツ
抈,グヱツ
扤,グヱツ
枂,グヱツ
鈅,グヱツ
玥,グヱツ
𦘹,グヱツ
伐,ハツ
筏,ハツ
栰,ハツ
罰,ハツ
閥,ハツ
垡,ハツ
橃,ハツ
䑔,ハツ
瞂,ハツ
拔,ハツ
茷,ハツ
藅,ハツ
坺,ハツ
䣹,ハツ
越,ヱツ
𨒋,ヱツ
粤,ヱツ
戉,ヱツ
鉞,ヱツ
䋐,ヱツ
樾,ヱツ
蚏,ヱツ
曰,ヱツ
𥩡,ヱツ
𡛟,ヱツ
璏,ヱツ
熭,ヱツ
𣐋,ヱツ
𧊎,ヱツ
泧,ヱツ
厥,クヱツ
氒,クヱツ
蹶,クヱツ
𨇮,クヱツ
𧽸,クヱツ
𧼞,クヱツ
瘚,クヱツ
劂,クヱツ
蕨,クヱツ
蟨,クヱツ
蟩,クヱツ
橜,クヱツ
𥕲,クヱツ
𠢤,クヱツ
欮,クヱツ
撅,クヱツ
鱖,クヱツ
孒,クヱツ
𠄌,クヱツ
闕,クヱツ
㵐,クヱツ
𦁐,クヱツ
髮,ハツ
𩠖,ハツ
𩑛,ハツ
發,ハツ
颰,ハツ
冹,ハツ
韤,バツ
韈,バツ
襪,バツ
𥄎,バツ
㒝,バツ
謁,エツ
閼,エツ
暍,エツ
𢉥,エツ
黦,エツ
歇,ケツ
蠍,ケツ
猲,ケツ
𤢔,ケツ
𦪬,ケツ
訐,ケツ
𧼨,ケツ
羯,ケツ
揭,ケツ
𢶆,ケツ
鍻,ケツ
没,ボツ
殁,ボツ
𤣻,ボツ
𩑦,ボツ
𠬛,ボツ
莈,ボツ
骨,コツ
縎,コツ
鶻,コツ
滑,コツ
䮩,コツ
啒,コツ
淈,コツ
汩,コツ
愲,コツ
蓇,コツ
尳,コツ
㾶,コツ
榾,コツ
䓛,コツ
扢,コツ
㒴,コツ
勃,ホツ
渤,ホツ
𩣡,ホツ
𩱚,ホツ
餑,ホツ
𡋯,ホツ
馞,ホツ
悖,ホツ
䄶,ホツ
郣,ホツ
浡,ホツ
𣭷,ホツ
𢠜,ホツ
㪍,ホツ
誖,ホツ
㶿,ホツ
桲,ホツ
孛,ホツ
艴,ホツ
挬,ホツ
脖,ホツ
𦸦,ホツ
鵓,ホツ
咄,トツ
柮,トツ
𩢎,トツ
𩨳,トツ
突,トツ
揬,トツ
腯,トツ
鼵,トツ
葖,トツ
鶟,トツ
堗,トツ
𦩤,トツ
鈯,トツ
𦔅,トツ
𣔻,トツ
凸,トツ
𡿮,トツ
鍎,トツ
忽,コツ
昒,コツ
㾁,コツ
匫,コツ
寣,コツ
笏,コツ
䩐,コツ
曶,コツ
𨑥,コツ
啒,コツ
𣓗,コツ
㦌,コツ
𦁕,コツ
𢑢,コツ
惚,コツ
䬍,コツ
𤶘,コツ
兀,ゴツ
扤,ゴツ
杌,ゴツ
屼,ゴツ
矹,ゴツ
䦍,ゴツ
鼿,ゴツ
𦨉,ゴツ
䑢,ゴツ
𠨜,ゴツ
㽾,ゴツ
𤴰,ゴツ
軏,ゴツ
𧈭,ゴツ
刖,ゴツ
𦬂,ゴツ
窟,クツ
顝,クツ
泏,クツ
𩑔,クツ
矻,クツ
堀,クツ
𡑧,クツ
㧾,クツ
圣,クツ
㩿,クツ
𡑣,クツ
䯇,クツ
𡼿,クツ
𥌄,クツ
胐,クツ
訥,ドツ
㕯,ドツ
肭,ドツ
抐,ドツ
𣧍,ドツ
窣,ソツ
𪌯,ソツ
𪍛,ソツ
㲞,ソツ
𪖶,ソツ
𪅄,ソツ
㞕,ソツ
猝,ソツ
卒,ソツ
𣨛,ソツ
𢪃,ソツ
𥾛,ソツ
捽,ソツ
椊,ソツ
𪘧,ソツ
䚝,ソツ
崪,ソツ
𩩠,ソツ
搰,コツ
扢,コツ
𣝗,コツ
𦗣,コツ
抇,コツ
鶻,コツ
尳,コツ
㨡,コツ
𡰅,コツ
滑,コツ
卒,ソツ
倅,ソツ
稡,ソツ
曷,カツ
褐,カツ
毼,カツ
鶡,カツ
蝎,カツ
餲,カツ
䫘,カツ
𩩲,カツ
骱,カツ
㮫,カツ
鞨,カツ
怛,タツ
𢛁,タツ
妲,タツ
呾,タツ
炟,タツ
䵣,タツ
狚,タツ
笪,タツ
𦬹,タツ
靼,タツ
闥,タツ
㒓,タツ
撻,タツ
躂,タツ
澾,タツ
獺,タツ
䲚,タツ
𣥂,タツ
羍,タツ
𦍒,タツ
達,タツ
汏,タツ
噧,タツ
遏,アツ
齃,アツ
頞,アツ
堨,アツ
閼,アツ
胺,アツ
餲,アツ
靄,アツ
咹,アツ
𠥜,アツ
𢉥,アツ
剌,ラツ
揧,ラツ
辢,ラツ
䓶,ラツ
瘌,ラツ
攋,ラツ
糲,ラツ
癩,ラツ
𢈠,ラツ
轢,ラツ
𢃴,ラツ
䶛,ラツ
㻝,ラツ
𥈙,ラツ
楋,ラツ
蝲,ラツ
渴,カツ
㵣,カツ
𤸎,カツ
䳚,カツ
嵑,カツ
磕,カツ
骹,カツ
䅥,カツ
達,タツ
薘,タツ
葛,カツ
䈓,カツ
獦,カツ
割,カツ
𩢛,カツ
匃,カツ
輵,カツ
𨞛,カツ
𥢸,カツ
㵧,カツ
捺,ダツ
𤷈,ダツ
䖧,ダツ
䔾,バツ
末,バツ
昩,バツ
𩑷,バツ
䀛,バツ
䴲,バツ
𨣱,バツ
䬴,バツ
秣,バツ
𥬎,バツ
靺,バツ
韎,バツ
苜,バツ
粖,バツ
𩱷,バツ
𥽘,バツ
䱅,バツ
眜,バツ
抹,バツ
妺,バツ
𠇱,バツ
𢗿,バツ
𡊉,バツ
瀎,バツ
𩿣,バツ
沫,バツ
𦫕,バツ
袜,バツ
撥,ハツ
癶,ハツ
袚,ハツ
茇,ハツ
鉢,ハツ
盋,ハツ
䳊,ハツ
鱍,ハツ
䢌,ハツ
𩯌,ハツ
襏,ハツ
帗,ハツ
㤄,ハツ
𦪑,ハツ
驋,ハツ
筏,ハツ
括,クヮツ
活,クヮツ
𣽅,クヮツ
髺,クヮツ
檜,クヮツ
栝,クヮツ
聒,クヮツ
䒷,クヮツ
𦸈,クヮツ
鴰,クヮツ
萿,クヮツ
适,クヮツ
銛,クヮツ
佸,クヮツ
頢,クヮツ
劊,クヮツ
葀,クヮツ
䯏,クヮツ
懖,クヮツ
𦗾,クヮツ
筈,クヮツ
闊,クヮツ
蛞,クヮツ
筈,クヮツ
适,クヮツ
䟯,クヮツ
𤫵,クヮツ
活,クヮツ
𣽅,クヮツ
䄆,クヮツ
越,クヮツ
鬠,クヮツ
佸,クヮツ
秳,クヮツ
姡,クヮツ
奪,タツ
𡙜,タツ
敚,タツ
脫,タツ
挩,タツ
莌,タツ
痥,タツ
鮵,タツ
豁,クヮツ
𧯆,クヮツ
奯,クヮツ
濊,クヮツ
𤃴,クヮツ
泧,クヮツ
𣁳,クヮツ
眓,クヮツ
斡,ワツ
焥,ワツ
䩊,ワツ
捾,ワツ
𣁳,ワツ
嬒,ワツ
䁊,ワツ
睕,ワツ
𥄗,ワツ
鏺,ハツ
𢯸,ハツ
𨂩,ハツ
㧊,ハツ
䣪,ハツ
𨡩,ハツ
𣸍,ハツ
𥄱,ハツ
鱍,ハツ
𧘟,ハツ
𦫔,ハツ
䍨,ハツ
𠷑,ハツ
捋,ラツ
𠜖,ラツ
蛶,ラツ
㸹,ラツ
㭩,ラツ
掇,タツ
剟,タツ
鵽,タツ
腏,タツ
祋,タツ
咄,タツ
裰,タツ
敠,タツ
撮,サツ
襊,サツ
跋,ハツ
䟛,ハツ
𧺡,ハツ
𧺺,ハツ
魃,ハツ
𢇷,ハツ
軷,ハツ
䣮,ハツ
馛,ハツ
炦,ハツ
颰,ハツ
癹,ハツ
妭,ハツ
犮,ハツ
䚨,ハツ
拔,ハツ
胈,ハツ
鈸,ハツ
䳊,ハツ
䮂,ハツ
菝,ハツ
坺,ハツ
𩃶,ハツ
茇,ハツ
䯋,ハツ
黠,カツ
𩪲,カツ
䕸,カツ
䦖,カツ
札,サツ
㱜,サツ
蚻,サツ
紮,サツ
𩿤,サツ
扎,サツ
拔,ハツ
菝,ハツ
𥎱,ハツ
滑,クヮツ
猾,クヮツ
䱻,クヮツ
磆,クヮツ
螖,クヮツ
䴳,クヮツ
𧽌,クヮツ
鶻,クヮツ
八,ハツ
𩡩,ハツ
朳,ハツ
捌,ハツ
扒,ハツ
㺴,ハツ
䤢,ハツ
哵,ハツ
玐,ハツ
釟,ハツ
戛,カツ
扴,カツ
圿,カツ
稭,カツ
鴶,カツ
楔,カツ
秸,カツ
骱,カツ
鞂,カツ
砎,カツ
忦,カツ
嘎,カツ
𠜵,カツ
𪃈,カツ
袺,カツ
㮖,カツ
磍,カツ
頡,カツ
軋,アツ
圠,アツ
揠,アツ
嫼,アツ
䝟,アツ
猰,アツ
穵,アツ
𥈔,アツ
䰲,アツ
窫,アツ
殺,サツ
煞,サツ
鎩,サツ
𣻑,サツ
帴,サツ
蔱,サツ
榝,サツ
痆,ダツ
𤷈,ダツ
𧞍,ダツ
茁,サツ
鎋,カツ
舝,カツ
轄,カツ
𪗾,カツ
鶷,カツ
砎,カツ
𧕱,カツ
𤪍,カツ
𦵯,カツ
𡑧,カツ
縖,カツ
𩝛,カツ
𥰶,カツ
𠢆,カツ
𢮟,カツ
刹,サツ
䓭,サツ
瞎,カツ
𪗾,カツ
𩮂,カツ
㔠,カツ
獺,タツ
刮,クヮツ
鴰,クヮツ
劀,クヮツ
䄆,クヮツ
趏,クヮツ
刷,サツ
刖,グヱツ
䎳,グヱツ
㱚,グヱツ
䚴,グヱツ
捌,ハツ
㭭,ハツ
哳,タツ
𢧖,タツ
𧶇,タツ
眣,タツ
屑,セツ
楔,セツ
揳,セツ
𨇨,セツ
榍,セツ
糏,セツ
僁,セツ
偰,セツ
㴽,セツ
𦵱,セツ
𦞚,セツ
㨝,セツ
切,セツ
㗫,セツ
𪙇,セツ
竊,セツ
柣,セツ
沏,セツ
䟙,セツ
詧,セツ
結,ケツ
絜,ケツ
潔,ケツ
䥛,ケツ
鍥,ケツ
桔,ケツ
𣚃,ケツ
𧾯,ケツ
𪃈,ケツ
袺,ケツ
拮,ケツ
狤,ケツ
魝,ケツ
𡔣,ケツ
𧍩,ケツ
節,セツ
𢎛,セツ
癤,セツ
蝍,セツ
楶,セツ
𤁢,セツ
㸅,セツ
𡴺,セツ
𩯰,セツ
䲙,セツ
幯,セツ
𠬨,セツ
𧞩,セツ
血,クヱツ
𥅧,クヱツ
䆷,クヱツ
䆝,クヱツ
䦑,クヱツ
泬,クヱツ
疦,クヱツ
瞲,クヱツ
決,クヱツ
䛎,クヱツ
䒸,クヱツ
坹,クヱツ
闋,クヱツ
湀,クヱツ
缺,クヱツ
𨴒,クヱツ
玦,クヱツ
潏,クヱツ
䀗,クヱツ
譎,クヱツ
訣,クヱツ
𧤾,クヱツ
觼,クヱツ
鐍,クヱツ
駃,クヱツ
𦯊,クヱツ
芵,クヱツ
赽,クヱツ
鴂,クヱツ
鈌,クヱツ
𣬎,クヱツ
決,クヱツ
觖,クヱツ
騤,クヱツ
㭈,クヱツ
疦,クヱツ
趹,クヱツ
憰,クヱツ
𧝃,クヱツ
䏐,クヱツ
抉,クヱツ
穴,クヱツ
坹,クヱツ
䋉,クヱツ
袕,クヱツ
抉,クヱツ
䆕,クヱツ
妜,クヱツ
焆,クヱツ
𥈾,クヱツ
䆢,クヱツ
姪,テツ
眣,テツ
昳,テツ
胅,テツ
凸,テツ
垤,テツ
耋,テツ
迭,テツ
跌,テツ
絰,テツ
驖,テツ
嵽,テツ
軼,テツ
䭿,テツ
𨳺,テツ
瓞,テツ
咥,テツ
墆,テツ
戜,テツ
苵,テツ
镻,テツ
䳀,テツ
荎,テツ
𪗻,テツ
𢲼,テツ
恎,テツ
詄,テツ
摕,テツ
𪀒,テツ
𠽧,テツ
𡼄,テツ
泆,テツ
𥑇,テツ
趃,テツ
㦅,テツ
鐵,テツ
銕,テツ
僣,テツ
餮,テツ
飻,テツ
蛈,テツ
𢶋,テツ
驖,テツ
纈,テツ
䦖,テツ
擷,テツ
𢴲,テツ
頡,テツ
頁,テツ
齕,テツ
紇,テツ
襭,テツ
絜,テツ
𥊯,テツ
𧀺,テツ
𪕯,テツ
翓,テツ
䐼,テツ
㹂,テツ
奊,テツ
籺,テツ
𨵪,テツ
𥢹,テツ
覈,テツ
涅,デツ
捏,デツ
𦵐,デツ
𡍤,デツ
圼,デツ
篞,デツ
苶,デツ
𥔄,デツ
𤶚,デツ
㖏,デツ
𦛠,デツ
菍,デツ
齧,ゲツ
霓,ゲツ
蜺,ゲツ
嵲,ゲツ
槷,ゲツ
臬,ゲツ
嶭,ゲツ
臲,ゲツ
隉,ゲツ
䘽,ゲツ
𡶫,ゲツ
闑,ゲツ
𡿖,ゲツ
蔑,ベツ
懱,ベツ
𧂝,ベツ
㩢,ベツ
蠛,ベツ
篾,ベツ
幭,ベツ
鱴,ベツ
𥾝,ベツ
衊,ベツ
䩏,ベツ
㒝,ベツ
𥉓,ベツ
𤊾,ベツ
覕,ベツ
𪇴,ベツ
𥣫,ベツ
鴓,ベツ
瀎,ベツ
𥸴,ベツ
𥌨,ベツ
粖,ベツ
𩱷,ベツ
噎,エツ
䊦,エツ
㝣,エツ
蠮,エツ
𤝱,エツ
咽,エツ
撆,ヘツ
丿,ヘツ
𢠳,ヘツ
瞥,ヘツ
䭱,ヘツ
䋢,ヘツ
嫳,ヘツ
䫾,ヘツ
鐅,ヘツ
暼,ヘツ
蹩,ヘツ
㮰,ヘツ
𩓝,ヘツ
癟,ヘツ
䭱,ヘツ
咇,ヘツ
苾,ヘツ
馝,ヘツ
䏟,ヘツ
飶,ヘツ
蛂,ヘツ
柲,ヘツ
𢛎,ヘツ
襒,ヘツ
窒,テツ
𥉺,テツ
蛭,テツ
㗧,テツ
咥,テツ
𨴗,テツ
𡇓,テツ
薛,セツ
䥍,セツ
紲,セツ
緤,セツ
褻,セツ
辥,セツ
泄,セツ
渫,セツ
禼,セツ
𥝁,セツ
媟,セツ
齛,セツ
䊝,セツ
𣽒,セツ
𣊓,セツ
絬,セツ
㡜,セツ
疶,セツ
㔎,セツ
列,レツ
𠛱,レツ
迾,レツ
蛚,レツ
鮤,レツ
烈,レツ
洌,レツ
冽,レツ
裂,レツ
茢,レツ
颲,レツ
鴷,レツ
栵,レツ
㤠,レツ
挒,レツ
𩢾,レツ
𡊻,レツ
𡿪,レツ
姴,レツ
䅀,レツ
哲,テツ
悊,テツ
喆,テツ
嚞,テツ
蜇,テツ
傑,ケツ
桀,ケツ
竭,ケツ
碣,ケツ
楬,ケツ
榤,ケツ
揭,ケツ
渴,ケツ
嵥,ケツ
滐,ケツ
櫭,ケツ
偈,ケツ
杰,ケツ
搩,ケツ
熱,ゼツ
苶,ゼツ
晢,セツ
晣,セツ
浙,セツ
折,セツ
靼,セツ
𩍕,セツ
䩢,セツ
䏳,セツ
䀿,セツ
舌,セツ
揲,セツ
蛥,セツ
鞨,セツ
折,セツ
滅,ベツ
搣,ベツ
朅,ケツ
揭,ケツ
藒,ケツ
愒,ケツ
𡐤,ケツ
鷩,ヘツ
鼈,ヘツ
虌,ヘツ
鄨,ヘツ
𡐞,ヘツ
憋,ヘツ
䳤,ヘツ
絕,セツ
雪,セツ
䨮,セツ
㡜,セツ
㨹,セツ
悅,エツ
說,エツ
閱,エツ
蛻,エツ
娧,エツ
𧀲,エツ
䓲,エツ
缺,クヱツ
蒛,クヱツ
爇,ゼツ
焫,ゼツ
蜹,ゼツ
㨎,ゼツ
㕯,ゼツ
說,セツ
拙,セツ
炪,セツ
䂐,セツ
梲,セツ
蝃,セツ
準,セツ
䫎,セツ
𠭴,セツ
䪼,セツ
𨢬,セツ
䖦,セツ
歠,セツ
啜,セツ
輟,テツ
畷,テツ
惙,テツ
餟,テツ
罬,テツ
剟,テツ
醊,テツ
啜,テツ
䟾,テツ
綴,テツ
掇,テツ
腏,テツ
𩋁,テツ
叕,テツ
𧖀,テツ
劣,レツ
𢚃,レツ
埒,レツ
䟹,レツ
鋝,レツ
脟,レツ
㸹,レツ
蛶,レツ
㲕,レツ
浖,レツ
哷,レツ
㭩,レツ
𦓤,レツ
瞥,ヘツ
潎,ヘツ
憋,ヘツ
癟,ヘツ
轍,テツ
徹,テツ
撤,テツ
澈,テツ
㯙,テツ
㕞,セツ
刷,セツ
𠴪,セツ
𠻜,セツ
孑,ケツ
訐,ケツ
𨥂,ケツ
趌,ケツ
䅥,ケツ
揭,ケツ
設,セツ
蔎,セツ
呐,セツ
蹶,クヱツ
𧱝,クヱツ
𧣸,クヱツ
䞵,クヱツ
罬,クヱツ
茁,セツ
䵵,セツ
焆,ヱツ
𠵭,ヱツ
屮,テツ
撤,テツ
硩,テツ
徹,テツ
䚢,テツ
聅,テツ
䒆,テツ
啜,セツ
掣,セツ
瘛,セツ
藥,ヤク
躍,ヤク
礿,ヤク
禴,ヤク
蘥,ヤク
鑰,ヤク
𩱲,ヤク
瀹,ヤク
𤅢,ヤク
𤄶,ヤク
爚,ヤク
櫟,ヤク
龠,ヤク
䋤,ヤク
𠩃,ヤク
敫,ヤク
籥,ヤク
𢅹,ヤク
𥌺,ヤク
𧕋,ヤク
纅,ヤク
鸙,ヤク
㜰,ヤク
𤒀,ヤク
䟑,ヤク
㿑,ヤク
𨷲,ヤク
𧢢,ヤク
䠯,ヤク
𨈋,ヤク
䖃,ヤク
略,リャク
䌎,リャク
擽,リャク
掠,リャク
㗉,リャク
䂮,リャク
𧎾,リャク
䀩,リャク
䛚,リャク
腳,キャク
脚,キャク
蹻,キャク
卻,キャク
屩,キャク
灼,シャク
斫,シャク
彴,シャク
㣿,シャク
勺,シャク
酌,シャク
繳,シャク
焯,シャク
䅵,シャク
妁,シャク
謶,シャク
𥯩,シャク
犳,シャク
䶂,シャク
𧘑,シャク
禚,シャク
爍,シャク
鑠,シャク
獡,シャク
㜰,シャク
爚,シャク
䁻,シャク
䟏,シャク
若,ジャク
弱,ジャク
鄀,ジャク
箬,ジャク
蒻,ジャク
楉,ジャク
溺,ジャク
䐞,ジャク
惹,ジャク
叒,ジャク
𨀝,ジャク
綽,シャク
繛,シャク
婥,シャク
磭,シャク
約,ヤク
葯,ヤク
卻,キャク
却,キャク
𨟠,キャク
𤷽,キャク
虐,ギャク
磭,ギャク
瘧,ギャク
妁,シャク
勺,シャク
汋,シャク
杓,シャク
仢,シャク
芍,シャク
削,シャク
斮,シャク
爵,シャク
𩰥,シャク
雀,シャク
爝,シャク
燋,シャク
㩱,シャク
䶂,シャク
皭,シャク
嚼,シャク
爝,シャク
鵲,シャク
舄,シャク
趞,シャク
㹱,シャク
碏,シャク
芍,シャク
皵,シャク
踖,シャク
䇎,シャク
䱜,シャク
噱,キャク
蹻,キャク
𠊬,キャク
𧍕,キャク
谷,キャク
𠶸,キャク
臄,キャク
醵,キャク
䐘,キャク
縛,ハク
籰,ワク
𧤽,ワク
𧅚,ワク
𥸘,ワク
䢲,ワク
玃,クヰャク
貜,クヰャク
𧾵,クヰャク
钁,クヰャク
攫,クヰャク
矍,クヰャク
𡚠,クヰャク
彏,クヰャク
躩,クヰャク
𪈴,クヰャク
𨏹,クヰャク
芍,シャク
著,シャク
𥖛,シャク
櫡,シャク
鐯,シャク
𣃈,シャク
擆,シャク
著,チャク
躩,クヮク
𢖦,クヮク
戄,クヰャク
𧾵,クヰャク
𡚠,クヰャク
䣤,クヰャク
貜,クヰャク
謔,キャク
鐸,タク
剫,タク
度,タク
𢜬,タク
踱,タク
凙,タク
襗,タク
𩑒,タク
𧩧,タク
𩍜,タク
䐾,タク
㤞,タク
喥,タク
仛,タク
𨍏,タク
莫,バク
幕,バク
鄚,バク
膜,バク
鏌,バク
摸,バク
漠,バク
瘼,バク
寞,バク
瞙,バク
嗼,バク
塻,バク
𣩎,バク
𢊗,バク
𡈗,バク
𠢓,バク
落,ラク
絡,ラク
烙,ラク
洛,ラク
珞,ラク
酪,ラク
樂,ラク
𩂣,ラク
轢,ラク
笿,ラク
硌,ラク
駱,ラク
𤽼,ラク
𩊚,ラク
㓢,ラク
鉻,ラク
馲,ラク
𩧐,ラク
鮥,ラク
䶅,ラク
雒,ラク
𣛗,ラク
𧭥,ラク
躒,ラク
鵅,ラク
𤻲,ラク
𣧳,ラク
𤽥,ラク
挌,ラク
𪇱,ラク
濼,ラク
袼,ラク
䀩,ラク
𨏒,ラク
託,タク
袥,タク
橐,タク
魠,タク
籜,タク
𣔳,タク
𣟄,タク
拓,タク
馲,タク
𩧐,タク
𨂫,タク
蘀,タク
𦚈,タク
侂,タク
飥,タク
魄,タク
沰,タク
矺,タク
作,サク
迮,サク
柞,サク
糳,サク
鑿,サク
㘀,サク
錯,サク
厝,サク
䱜,サク
逪,サク
剒,サク
縒,サク
莡,サク
各,カク
閣,カク
格,カク
胳,カク
袼,カク
恪,カク
㤩,カク
愙,カク
咢,ガク
愕,ガク
鄂,ガク
諤,ガク
𠟎,ガク
𧊜,ガク
𧍞,ガク
遌,ガク
萼,ガク
鍔,ガク
𡅡,ガク
崿,ガク
鶚,ガク
鰐,ガク
噩,ガク
㗁,ガク
齶,ガク
顎,ガク
𡾙,ガク
鑩,ガク
偔,ガク
堮,ガク
𡓐,ガク
㮙,ガク
湂,ガク
惡,アク
𢙣,アク
堊,アク
蝁,アク
泊,ハク
亳,ハク
箔,ハク
薄,ハク
礴,ハク
簿,ハク
𩍿,ハク
鑮,ハク
踄,ハク
𩽛,ハク
䭦,ハク
索,サク
𢱢,サク
溹,サク
𩌈,サク
𦵫,サク
㮦,サク
涸,カク
鶴,カク
貈,カク
貉,カク
狢,カク
𠗂,カク
佫,カク
䮤,カク
𥉑,カク
䅂,カク
䶅,カク
昨,サク
酢,サク
莋,サク
怍,サク
𣫞,サク
鑿,サク
笮,サク
筰,サク
柞,サク
㸲,サク
岝,サク
䎰,サク
飵,サク
𦁎,サク
𢂃,サク
鈼,サク
秨,サク
砟,サク
葃,サク
鈼,サク
博,ハク
髆,ハク
搏,ハク
爆,ハク
鎛,ハク
㗘,ハク
𪙍,ハク
襮,ハク
鑮,ハク
簙,ハク
䗚,ハク
猼,ハク
䍸,ハク
欂,ハク
𩌏,ハク
溥,ハク
䶈,ハク
餺,ハク
䙏,ハク
𥴮,ハク
諾,ダク
霍,クヮク
靃,クヮク
霩,クヮク
䁨,クヮク
藿,クヮク
矐,クヮク
彉,クヮク
彍,クヮク
攉,クヮク
瀖,クヮク
劐,クヮク
癨,クヮク
郭,クヮク
𩫏,クヮク
𨟍,クヮク
崞,クヮク
椁,クヮク
槨,クヮク
彉,クヮク
彍,クヮク
埻,クヮク
𦘅,クヮク
雘,ワク
蠖,ワク
𩟓,ワク
臒,ワク
鸌,ワク
嬳,ワク
穫,クヮク
鑊,クヮク
㦜,クヮク
檴,クヮク
𤐰,クヮク
濩,クヮク
擭,クヮク
䨥,クヮク
𤻙,クヮク
𢋒,クヮク
廓,クヮク
鞹,クヮク
漷,クヮク
𠠎,クヮク
籗,クヮク
噋,クヮク
